sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
36683919689,2022-04-28T08:36:30Z,86,19,23,44,117,68,0.041666666666666664
36669407621,2022-04-27T09:28:00Z,88,21,23,44,69,70,0.056587837837837836
36654319816,2022-04-26T07:04:00Z,82,23,14,45,116,68,0.049225159525979945
36640484768,2022-04-25T06:57:30Z,88,21,23,44,65,70,0.06625980819529206
36626850657,2022-04-24T06:57:30Z,91,23,22,46,116,71,0.0584
36617218561,2022-04-23T08:47:30Z,79,22,14,43,101,69,0.07301587301587302
36601498927,2022-04-22T06:08:30Z,92,24,22,46,124,68,0.04847986852917009
36585501907,2022-04-21T06:07:30Z,81,21,19,41,65,67,0.08173418621179815
36581567525,2022-04-20T08:09:30Z,87,18,24,45,86,68,0.03230769230769231
36566942854,2022-04-19T08:43:30Z,86,21,19,46,45,69,0.07292474786656322
36550839437,2022-04-18T05:43:30Z,80,19,23,38,56,71,0.04616895874263261
36539025337,2022-04-17T06:58:00Z,84,22,20,42,84,73,0.06588003933136677
36527593776,2022-04-16T06:21:30Z,81,16,24,41,26,73,0.036734693877551024
36515006262,2022-04-15T08:55:00Z,51,14,13,24,48,70,0.06358381502890173
36501104774,2022-04-14T06:29:30Z,93,22,24,47,132,73,0.05233111322549953
36490109419,2022-04-13T06:25:00Z,79,21,15,43,65,70,0.02057142857142857
36467881208,2022-04-12T03:54:00Z,76,18,14,44,99,69,0.15773353751914243
36458900777,2022-04-11T04:50:00Z,82,20,23,39,31,69,0.06666666666666667
36454389127,2022-04-10T19:43:30Z,63,14,16,33,48,71,0.0766721044045677
36449316617,2022-04-10T09:27:00Z,91,23,23,45,128,71,0.07548526240115025
36436910316,2022-04-09T09:49:30Z,83,23,16,44,107,68,0.08830022075055188
36425227226,2022-04-08T08:38:30Z,96,25,24,47,147,70,0.033820138355111454
36411533048,2022-04-07T08:31:30Z,74,16,16,42,75,70,0.14372294372294372
36391846315,2022-04-06T06:45:00Z,74,15,17,42,33,72,0.13782771535580524
36367460667,2022-04-04T05:57:30Z,92,22,23,47,87,71,0.05571565802113353
36355066696,2022-04-03T07:30:00Z,85,21,17,47,127,71,0.05069124423963134
36341413166,2022-04-02T06:19:00Z,85,21,21,43,95,69,0.03351351351351351
36325618666,2022-04-01T08:32:30Z,81,19,21,41,41,71,0.11093990755007704
36322039897,2022-03-31T14:07:30Z,68,18,18,32,26,70,0.10803324099722991
36317823003,2022-03-31T06:04:30Z,81,21,21,39,71,70,0.02753441802252816
36303638986,2022-03-30T06:34:30Z,90,22,22,46,91,71,0.08233413269384493
36289783292,2022-03-29T05:15:30Z,87,22,24,41,109,73,0.05660377358490566
36278794755,2022-03-28T06:59:30Z,75,18,17,40,89,71,0.04827586206896552
36259681748,2022-03-27T03:45:30Z,83,17,22,44,51,73,0.08316566063044936
36239998630,2022-03-25T06:04:30Z,85,17,21,47,120,73,0.08263069139966273
36231760539,2022-03-24T17:00:30Z,59,13,13,33,36,70,0.08392603129445235
36226882338,2022-03-24T09:48:30Z,55,12,13,30,5,70,0.08268330733229329
36210926487,2022-03-23T03:05:30Z,82,21,23,38,82,68,0.06071871127633209
36200893825,2022-03-22T05:59:30Z,81,23,19,39,115,67,0.08558030480656506
36177684217,2022-03-21T06:10:00Z,90,20,24,46,136,70,0.05568627450980392
36176949591,2022-03-20T17:45:30Z,55,12,15,28,19,68,0.05089058524173028
36169317429,2022-03-20T05:01:30Z,68,20,11,37,65,68,0.11862244897959184
36155744251,2022-03-19T06:22:30Z,62,16,15,31,38,66,0.08819133034379671
36151994411,2022-03-18T21:04:30Z,66,13,17,36,24,65,0.10857763300760044
36146721506,2022-03-18T06:52:30Z,64,15,14,35,51,65,0.0790899241603467
36128500609,2022-03-17T04:59:30Z,71,17,16,38,63,62,0.13796212804328223
36119555423,2022-03-16T06:19:30Z,85,22,21,42,120,60,0.07586933614330875
