date_time,heart_zone_id,total_minutes
2022-08-01T10:34,FAT_BURN,1
2022-08-01T16:25,FAT_BURN,1
2022-08-02T17:05,FAT_BURN,1
2022-08-04T08:24,FAT_BURN,1
2022-08-04T11:27,FAT_BURN,1
2022-08-04T11:28,FAT_BURN,1
2022-08-05T11:04,FAT_BURN,1
2022-08-05T11:20,FAT_BURN,1
2022-08-05T11:21,FAT_BURN,1
2022-08-05T11:22,FAT_BURN,1
2022-08-05T14:45,FAT_BURN,1
2022-08-05T21:31,FAT_BURN,1
2022-08-05T21:32,FAT_BURN,1
2022-08-05T21:35,FAT_BURN,1
2022-08-05T21:37,FAT_BURN,1
2022-08-06T10:22,FAT_BURN,1
2022-08-06T10:23,FAT_BURN,1
2022-08-06T10:24,FAT_BURN,1
2022-08-06T10:25,FAT_BURN,1
2022-08-06T10:26,FAT_BURN,1
2022-08-06T10:29,FAT_BURN,1
2022-08-06T10:30,FAT_BURN,1
2022-08-06T10:31,FAT_BURN,1
2022-08-06T10:32,FAT_BURN,1
2022-08-06T10:33,FAT_BURN,1
2022-08-06T10:34,FAT_BURN,1
2022-08-06T10:35,FAT_BURN,1
2022-08-06T10:36,FAT_BURN,1
2022-08-06T10:37,FAT_BURN,1
2022-08-06T10:38,FAT_BURN,1
2022-08-06T10:39,FAT_BURN,1
2022-08-06T10:40,FAT_BURN,1
2022-08-06T10:41,FAT_BURN,1
2022-08-06T12:54,FAT_BURN,1
2022-08-06T13:05,FAT_BURN,1
2022-08-06T13:13,FAT_BURN,1
2022-08-06T19:29,FAT_BURN,1
2022-08-06T19:30,FAT_BURN,1
2022-08-06T19:33,FAT_BURN,1
2022-08-06T19:34,FAT_BURN,1
2022-08-06T19:35,FAT_BURN,1
2022-08-06T19:54,FAT_BURN,1
2022-08-06T19:55,FAT_BURN,1
2022-08-06T20:01,FAT_BURN,1
2022-08-06T20:02,FAT_BURN,1
2022-08-06T20:03,FAT_BURN,1
2022-08-06T20:05,FAT_BURN,1
2022-08-06T20:06,FAT_BURN,1
2022-08-06T20:07,FAT_BURN,1
2022-08-06T20:08,FAT_BURN,1
2022-08-06T20:09,FAT_BURN,1
2022-08-06T20:10,FAT_BURN,1
2022-08-06T20:11,FAT_BURN,1
2022-08-06T20:12,FAT_BURN,1
2022-08-06T20:13,FAT_BURN,1
2022-08-06T20:14,FAT_BURN,1
2022-08-06T20:15,FAT_BURN,1
2022-08-07T02:24,FAT_BURN,1
2022-08-07T06:58,FAT_BURN,1
2022-08-07T06:59,FAT_BURN,1
2022-08-07T07:00,FAT_BURN,1
2022-08-07T07:01,FAT_BURN,1
2022-08-07T07:02,FAT_BURN,1
2022-08-07T07:03,FAT_BURN,1
2022-08-07T07:08,FAT_BURN,1
2022-08-07T07:09,FAT_BURN,1
2022-08-07T12:09,FAT_BURN,1
2022-08-08T08:53,FAT_BURN,1
2022-08-08T08:55,FAT_BURN,1
2022-08-08T08:56,FAT_BURN,1
2022-08-08T11:13,FAT_BURN,1
2022-08-08T13:35,FAT_BURN,1
2022-08-08T18:41,FAT_BURN,1
2022-08-08T18:42,FAT_BURN,1
2022-08-08T18:43,FAT_BURN,1
2022-08-08T18:44,FAT_BURN,1
2022-08-08T18:45,FAT_BURN,1
2022-08-08T18:46,FAT_BURN,1
2022-08-08T18:47,FAT_BURN,1
2022-08-08T18:48,FAT_BURN,1
2022-08-08T18:49,FAT_BURN,1
2022-08-08T18:50,FAT_BURN,1
2022-08-08T18:53,FAT_BURN,1
2022-08-08T18:56,FAT_BURN,1
2022-08-08T18:57,FAT_BURN,1
2022-08-08T18:58,FAT_BURN,1
2022-08-08T18:59,FAT_BURN,1
2022-08-08T19:00,FAT_BURN,1
2022-08-08T19:01,FAT_BURN,1
2022-08-08T19:02,FAT_BURN,1
2022-08-08T19:03,FAT_BURN,1
2022-08-08T20:03,FAT_BURN,1
2022-08-09T04:53,FAT_BURN,1
2022-08-09T07:52,FAT_BURN,1
2022-08-11T17:48,FAT_BURN,1
2022-08-12T07:01,FAT_BURN,1
2022-08-12T07:02,FAT_BURN,1
2022-08-12T11:07,FAT_BURN,1
2022-08-13T11:26,FAT_BURN,1
2022-08-14T10:34,FAT_BURN,1
2022-08-14T10:37,FAT_BURN,1
2022-08-14T10:38,FAT_BURN,1
2022-08-14T15:49,FAT_BURN,1
2022-08-15T13:56,FAT_BURN,1
2022-08-15T13:57,FAT_BURN,1
2022-08-15T14:01,FAT_BURN,1
2022-08-15T14:02,FAT_BURN,1
2022-08-15T14:03,FAT_BURN,1
2022-08-15T14:04,FAT_BURN,1
2022-08-15T14:05,FAT_BURN,1
2022-08-15T14:06,FAT_BURN,1
2022-08-15T14:07,FAT_BURN,1
2022-08-15T21:59,FAT_BURN,1
2022-08-16T09:38,FAT_BURN,1
2022-08-16T09:39,FAT_BURN,1
2022-08-16T09:40,FAT_BURN,1
2022-08-16T09:41,FAT_BURN,1
2022-08-16T09:42,FAT_BURN,1
2022-08-16T09:43,FAT_BURN,1
2022-08-16T17:54,FAT_BURN,1
2022-08-16T18:05,FAT_BURN,1
2022-08-16T18:06,FAT_BURN,1
2022-08-17T08:14,FAT_BURN,1
2022-08-17T08:15,FAT_BURN,1
2022-08-17T08:16,FAT_BURN,1
2022-08-17T08:29,FAT_BURN,1
2022-08-17T08:30,FAT_BURN,1
2022-08-17T08:31,FAT_BURN,1
2022-08-17T08:32,FAT_BURN,1
2022-08-17T08:33,CARDIO,2
2022-08-17T08:34,FAT_BURN,1
2022-08-17T08:35,FAT_BURN,1
2022-08-17T08:36,FAT_BURN,1
2022-08-17T08:37,FAT_BURN,1
2022-08-17T08:38,FAT_BURN,1
2022-08-17T08:39,FAT_BURN,1
2022-08-17T08:40,FAT_BURN,1
2022-08-17T08:41,FAT_BURN,1
2022-08-17T08:42,FAT_BURN,1
2022-08-17T08:43,FAT_BURN,1
2022-08-17T08:44,FAT_BURN,1
2022-08-17T08:45,CARDIO,2
2022-08-17T08:46,CARDIO,2
2022-08-17T08:47,CARDIO,2
2022-08-17T08:48,CARDIO,2
2022-08-17T08:49,FAT_BURN,1
2022-08-17T08:50,FAT_BURN,1
2022-08-17T08:51,CARDIO,2
2022-08-17T08:52,FAT_BURN,1
2022-08-17T14:24,FAT_BURN,1
2022-08-17T15:26,FAT_BURN,1
2022-08-17T15:46,FAT_BURN,1
2022-08-17T15:47,FAT_BURN,1
2022-08-17T15:48,FAT_BURN,1
2022-08-17T15:49,FAT_BURN,1
2022-08-17T15:52,FAT_BURN,1
2022-08-17T15:53,FAT_BURN,1
2022-08-17T15:54,FAT_BURN,1
2022-08-17T15:55,FAT_BURN,1
2022-08-17T15:58,FAT_BURN,1
2022-08-17T16:01,FAT_BURN,1
2022-08-17T16:24,FAT_BURN,1
2022-08-17T16:26,FAT_BURN,1
2022-08-17T16:27,FAT_BURN,1
2022-08-17T16:28,FAT_BURN,1
2022-08-17T16:29,FAT_BURN,1
2022-08-17T16:30,FAT_BURN,1
2022-08-17T16:51,FAT_BURN,1
2022-08-17T16:52,FAT_BURN,1
2022-08-17T16:57,FAT_BURN,1
2022-08-17T17:49,FAT_BURN,1
2022-08-17T17:50,FAT_BURN,1
2022-08-17T18:02,FAT_BURN,1
2022-08-17T18:03,FAT_BURN,1
2022-08-17T18:04,FAT_BURN,1
2022-08-17T18:05,FAT_BURN,1
2022-08-17T18:07,FAT_BURN,1
2022-08-17T18:08,CARDIO,2
2022-08-17T18:11,PEAK,2
2022-08-17T18:12,CARDIO,2
2022-08-17T18:14,FAT_BURN,1
2022-08-17T18:20,FAT_BURN,1
2022-08-17T19:02,FAT_BURN,1
2022-08-17T19:03,FAT_BURN,1
2022-08-17T19:04,FAT_BURN,1
2022-08-17T19:05,FAT_BURN,1
2022-08-17T19:07,FAT_BURN,1
2022-08-17T19:08,FAT_BURN,1
2022-08-17T19:09,FAT_BURN,1
2022-08-17T19:10,FAT_BURN,1
2022-08-17T19:17,FAT_BURN,1
2022-08-17T19:25,FAT_BURN,1
2022-08-17T19:36,FAT_BURN,1
2022-08-17T19:42,FAT_BURN,1
2022-08-17T19:44,FAT_BURN,1
2022-08-17T19:45,FAT_BURN,1
2022-08-17T19:50,FAT_BURN,1
2022-08-17T19:57,FAT_BURN,1
2022-08-17T19:58,FAT_BURN,1
2022-08-17T19:59,FAT_BURN,1
2022-08-17T20:05,FAT_BURN,1
2022-08-17T20:06,FAT_BURN,1
2022-08-17T20:07,FAT_BURN,1
2022-08-17T20:09,FAT_BURN,1
2022-08-17T20:10,FAT_BURN,1
2022-08-17T20:11,FAT_BURN,1
2022-08-17T20:12,FAT_BURN,1
2022-08-17T20:13,FAT_BURN,1
2022-08-17T20:14,FAT_BURN,1
2022-08-17T20:15,FAT_BURN,1
2022-08-17T20:16,FAT_BURN,1
2022-08-17T20:17,FAT_BURN,1
2022-08-17T20:18,FAT_BURN,1
2022-08-17T20:20,FAT_BURN,1
2022-08-17T20:21,FAT_BURN,1
2022-08-17T20:22,FAT_BURN,1
2022-08-17T20:23,FAT_BURN,1
2022-08-17T20:33,FAT_BURN,1
2022-08-17T20:46,FAT_BURN,1
2022-08-17T21:38,FAT_BURN,1
2022-08-17T23:05,FAT_BURN,1
2022-08-18T02:07,FAT_BURN,1
2022-08-18T02:12,FAT_BURN,1
2022-08-18T02:13,FAT_BURN,1
2022-08-18T02:16,FAT_BURN,1
2022-08-18T02:17,FAT_BURN,1
2022-08-18T02:19,FAT_BURN,1
2022-08-18T02:20,FAT_BURN,1
2022-08-18T02:21,FAT_BURN,1
2022-08-18T02:22,FAT_BURN,1
2022-08-18T02:23,FAT_BURN,1
2022-08-18T02:24,FAT_BURN,1
2022-08-18T02:28,FAT_BURN,1
2022-08-18T02:29,FAT_BURN,1
2022-08-18T02:30,FAT_BURN,1
2022-08-18T02:31,FAT_BURN,1
2022-08-18T10:02,FAT_BURN,1
2022-08-18T10:09,FAT_BURN,1
2022-08-18T10:11,FAT_BURN,1
2022-08-18T10:12,FAT_BURN,1
2022-08-18T10:14,FAT_BURN,1
2022-08-18T10:15,FAT_BURN,1
2022-08-18T10:16,FAT_BURN,1
2022-08-18T10:17,FAT_BURN,1
2022-08-18T10:18,FAT_BURN,1
2022-08-18T10:19,FAT_BURN,1
2022-08-18T10:29,FAT_BURN,1
2022-08-18T10:30,FAT_BURN,1
2022-08-18T11:01,FAT_BURN,1
2022-08-18T11:04,FAT_BURN,1
2022-08-18T11:16,FAT_BURN,1
2022-08-18T11:26,FAT_BURN,1
2022-08-18T11:37,FAT_BURN,1
2022-08-18T11:38,FAT_BURN,1
2022-08-18T11:39,FAT_BURN,1
2022-08-18T11:40,FAT_BURN,1
2022-08-18T11:41,FAT_BURN,1
2022-08-18T11:42,FAT_BURN,1
2022-08-18T11:43,FAT_BURN,1
2022-08-18T11:44,FAT_BURN,1
2022-08-18T11:45,FAT_BURN,1
2022-08-18T11:46,FAT_BURN,1
2022-08-18T11:47,FAT_BURN,1
2022-08-18T11:48,FAT_BURN,1
2022-08-18T11:49,FAT_BURN,1
2022-08-18T11:50,FAT_BURN,1
2022-08-18T11:51,FAT_BURN,1
2022-08-18T11:52,CARDIO,2
2022-08-18T11:53,CARDIO,2
2022-08-18T11:54,CARDIO,2
2022-08-18T11:55,FAT_BURN,1
2022-08-18T11:56,FAT_BURN,1
2022-08-18T11:57,FAT_BURN,1
2022-08-18T11:58,FAT_BURN,1
2022-08-18T11:59,FAT_BURN,1
2022-08-18T12:00,FAT_BURN,1
2022-08-18T12:01,FAT_BURN,1
2022-08-18T12:02,FAT_BURN,1
2022-08-18T12:03,FAT_BURN,1
2022-08-18T12:04,FAT_BURN,1
2022-08-18T12:05,FAT_BURN,1
2022-08-18T12:06,FAT_BURN,1
2022-08-18T12:08,FAT_BURN,1
2022-08-18T12:29,FAT_BURN,1
2022-08-18T12:30,CARDIO,2
2022-08-18T12:32,FAT_BURN,1
2022-08-18T12:33,FAT_BURN,1
2022-08-18T12:34,FAT_BURN,1
2022-08-18T12:35,FAT_BURN,1
2022-08-18T12:36,FAT_BURN,1
2022-08-18T12:38,FAT_BURN,1
2022-08-18T12:39,FAT_BURN,1
2022-08-18T12:40,FAT_BURN,1
2022-08-18T12:41,FAT_BURN,1
2022-08-18T12:42,FAT_BURN,1
2022-08-18T12:43,FAT_BURN,1
2022-08-18T12:44,FAT_BURN,1
2022-08-18T12:45,FAT_BURN,1
2022-08-18T12:46,FAT_BURN,1
2022-08-18T12:47,FAT_BURN,1
2022-08-18T12:48,FAT_BURN,1
2022-08-18T12:49,CARDIO,2
2022-08-18T12:50,FAT_BURN,1
2022-08-18T19:02,FAT_BURN,1
2022-08-18T19:05,FAT_BURN,1
2022-08-19T07:34,FAT_BURN,1
2022-08-19T07:55,FAT_BURN,1
2022-08-19T13:41,FAT_BURN,1
2022-08-19T18:17,FAT_BURN,1
2022-08-19T18:18,FAT_BURN,1
2022-08-19T18:19,FAT_BURN,1
2022-08-19T18:20,FAT_BURN,1
2022-08-20T08:33,FAT_BURN,1
2022-08-20T08:37,FAT_BURN,1
2022-08-20T08:39,FAT_BURN,1
2022-08-20T08:55,FAT_BURN,1
2022-08-20T16:11,FAT_BURN,1
2022-08-20T16:59,FAT_BURN,1
2022-08-20T17:00,FAT_BURN,1
2022-08-20T17:01,FAT_BURN,1
2022-08-20T17:02,FAT_BURN,1
2022-08-20T17:03,FAT_BURN,1
2022-08-20T17:04,FAT_BURN,1
2022-08-20T17:05,FAT_BURN,1
2022-08-20T17:06,FAT_BURN,1
2022-08-20T17:07,FAT_BURN,1
2022-08-20T17:08,FAT_BURN,1
2022-08-20T17:09,FAT_BURN,1
2022-08-20T18:35,FAT_BURN,1
2022-08-21T18:15,FAT_BURN,1
2022-08-21T18:16,FAT_BURN,1
2022-08-21T18:26,FAT_BURN,1
2022-08-21T18:27,FAT_BURN,1
2022-08-21T18:28,FAT_BURN,1
2022-08-21T18:29,FAT_BURN,1
2022-08-21T18:30,FAT_BURN,1
2022-08-21T18:31,FAT_BURN,1
2022-08-21T18:32,FAT_BURN,1
2022-08-21T18:33,FAT_BURN,1
2022-08-21T18:34,FAT_BURN,1
2022-08-21T18:35,FAT_BURN,1
2022-08-21T18:36,FAT_BURN,1
2022-08-21T18:37,FAT_BURN,1
