date_time,heart_zone_id,total_minutes
2023-03-01T07:46,FAT_BURN,1
2023-03-01T08:42,FAT_BURN,1
2023-03-01T08:43,FAT_BURN,1
2023-03-01T08:44,FAT_BURN,1
2023-03-01T08:46,CARDIO,2
2023-03-01T08:47,CARDIO,2
2023-03-01T08:48,CARDIO,2
2023-03-01T08:49,CARDIO,2
2023-03-01T08:50,CARDIO,2
2023-03-01T08:51,CARDIO,2
2023-03-01T08:52,CARDIO,2
2023-03-01T08:53,CARDIO,2
2023-03-01T08:54,CARDIO,2
2023-03-01T08:55,CARDIO,2
2023-03-01T08:56,CARDIO,2
2023-03-01T08:57,PEAK,2
2023-03-01T08:58,PEAK,2
2023-03-01T08:59,PEAK,2
2023-03-01T09:00,PEAK,2
2023-03-01T09:01,CARDIO,2
2023-03-01T09:02,CARDIO,2
2023-03-01T09:03,CARDIO,2
2023-03-01T09:04,CARDIO,2
2023-03-01T09:05,PEAK,2
2023-03-01T09:06,PEAK,2
2023-03-01T09:07,PEAK,2
2023-03-01T09:08,PEAK,2
2023-03-01T09:09,PEAK,2
2023-03-01T09:10,PEAK,2
2023-03-01T09:11,CARDIO,2
2023-03-01T09:12,CARDIO,2
2023-03-01T09:13,CARDIO,2
2023-03-01T09:14,FAT_BURN,1
2023-03-01T09:15,FAT_BURN,1
2023-03-01T09:19,FAT_BURN,1
2023-03-01T09:20,FAT_BURN,1
2023-03-01T09:21,FAT_BURN,1
2023-03-01T09:22,FAT_BURN,1
2023-03-01T09:23,FAT_BURN,1
2023-03-01T12:01,FAT_BURN,1
2023-03-01T12:02,FAT_BURN,1
2023-03-01T12:03,FAT_BURN,1
2023-03-01T12:04,FAT_BURN,1
2023-03-01T12:05,FAT_BURN,1
2023-03-01T12:06,FAT_BURN,1
2023-03-01T12:11,FAT_BURN,1
2023-03-01T12:14,FAT_BURN,1
2023-03-01T12:15,FAT_BURN,1
2023-03-01T12:18,FAT_BURN,1
2023-03-01T12:19,FAT_BURN,1
2023-03-01T12:21,FAT_BURN,1
2023-03-01T12:22,FAT_BURN,1
2023-03-01T12:23,FAT_BURN,1
