date_time,heart_zone_id,total_minutes
2022-06-01T06:59,FAT_BURN,1
2022-06-01T07:00,FAT_BURN,1
2022-06-01T07:01,FAT_BURN,1
2022-06-01T07:10,FAT_BURN,1
2022-06-01T07:11,FAT_BURN,1
2022-06-01T07:31,FAT_BURN,1
2022-06-01T07:33,FAT_BURN,1
2022-06-01T07:34,FAT_BURN,1
2022-06-01T07:35,FAT_BURN,1
2022-06-01T07:36,FAT_BURN,1
2022-06-01T07:37,FAT_BURN,1
2022-06-01T07:39,FAT_BURN,1
2022-06-01T07:40,FAT_BURN,1
2022-06-01T08:21,FAT_BURN,1
2022-06-01T08:23,FAT_BURN,1
2022-06-01T08:24,CARDIO,2
2022-06-01T08:25,CARDIO,2
2022-06-01T08:26,CARDIO,2
2022-06-01T08:27,CARDIO,2
2022-06-01T08:28,CARDIO,2
2022-06-01T08:29,PEAK,2
2022-06-01T08:30,PEAK,2
2022-06-01T08:31,PEAK,2
2022-06-01T08:32,PEAK,2
2022-06-01T08:33,PEAK,2
2022-06-01T08:34,PEAK,2
2022-06-01T08:35,PEAK,2
2022-06-01T08:36,CARDIO,2
2022-06-01T08:37,CARDIO,2
2022-06-01T08:38,CARDIO,2
2022-06-01T08:39,CARDIO,2
2022-06-01T08:40,CARDIO,2
2022-06-01T08:41,PEAK,2
2022-06-01T08:42,PEAK,2
2022-06-01T08:43,PEAK,2
2022-06-01T08:44,PEAK,2
2022-06-01T08:45,PEAK,2
2022-06-01T08:46,PEAK,2
2022-06-01T08:47,PEAK,2
2022-06-01T08:48,PEAK,2
2022-06-01T08:49,PEAK,2
2022-06-01T08:50,PEAK,2
2022-06-01T08:51,FAT_BURN,1
2022-06-01T08:52,CARDIO,2
2022-06-01T08:53,CARDIO,2
2022-06-01T08:54,FAT_BURN,1
2022-06-01T08:55,FAT_BURN,1
2022-06-01T08:56,FAT_BURN,1
2022-06-01T08:57,FAT_BURN,1
2022-06-01T08:58,FAT_BURN,1
2022-06-01T08:59,FAT_BURN,1
2022-06-01T09:36,FAT_BURN,1
2022-06-01T09:37,FAT_BURN,1
2022-06-01T09:38,FAT_BURN,1
2022-06-01T09:39,FAT_BURN,1
2022-06-01T09:40,FAT_BURN,1
2022-06-01T09:41,FAT_BURN,1
2022-06-01T09:42,FAT_BURN,1
2022-06-01T09:43,FAT_BURN,1
2022-06-01T09:44,FAT_BURN,1
2022-06-01T09:45,FAT_BURN,1
2022-06-01T09:46,FAT_BURN,1
2022-06-01T09:47,FAT_BURN,1
2022-06-01T09:48,FAT_BURN,1
2022-06-01T09:49,FAT_BURN,1
2022-06-01T09:50,FAT_BURN,1
2022-06-01T09:51,FAT_BURN,1
2022-06-01T09:52,FAT_BURN,1
2022-06-01T09:53,FAT_BURN,1
2022-06-01T09:54,FAT_BURN,1
2022-06-01T09:55,FAT_BURN,1
2022-06-01T09:56,FAT_BURN,1
2022-06-01T09:57,FAT_BURN,1
2022-06-01T09:59,FAT_BURN,1
2022-06-01T10:50,FAT_BURN,1
2022-06-01T12:10,FAT_BURN,1
2022-06-01T12:18,FAT_BURN,1
2022-06-01T12:19,FAT_BURN,1
2022-06-01T12:20,FAT_BURN,1
2022-06-01T12:21,FAT_BURN,1
2022-06-01T12:55,FAT_BURN,1
2022-06-01T12:56,FAT_BURN,1
2022-06-01T12:57,FAT_BURN,1
2022-06-01T12:58,FAT_BURN,1
2022-06-01T13:02,FAT_BURN,1
2022-06-01T13:03,FAT_BURN,1
2022-06-01T13:04,FAT_BURN,1
2022-06-01T13:05,FAT_BURN,1
2022-06-01T13:06,FAT_BURN,1
2022-06-01T13:14,FAT_BURN,1
2022-06-01T13:15,FAT_BURN,1
2022-06-01T13:16,FAT_BURN,1
2022-06-01T13:17,FAT_BURN,1
2022-06-01T13:18,FAT_BURN,1
2022-06-01T13:19,CARDIO,2
2022-06-01T13:20,FAT_BURN,1
2022-06-01T13:21,FAT_BURN,1
2022-06-01T13:23,FAT_BURN,1
2022-06-01T16:02,FAT_BURN,1
2022-06-01T16:03,FAT_BURN,1
2022-06-01T16:04,FAT_BURN,1
2022-06-01T16:05,FAT_BURN,1
2022-06-01T16:06,FAT_BURN,1
2022-06-01T16:07,FAT_BURN,1
2022-06-01T16:08,FAT_BURN,1
2022-06-01T16:09,FAT_BURN,1
2022-06-01T16:10,FAT_BURN,1
2022-06-01T16:11,FAT_BURN,1
2022-06-01T16:12,FAT_BURN,1
2022-06-01T16:13,FAT_BURN,1
2022-06-01T16:14,FAT_BURN,1
2022-06-01T16:15,FAT_BURN,1
2022-06-01T16:16,FAT_BURN,1
2022-06-01T16:17,FAT_BURN,1
2022-06-01T16:18,FAT_BURN,1
2022-06-01T16:19,FAT_BURN,1
2022-06-01T16:20,FAT_BURN,1
2022-06-01T16:21,FAT_BURN,1
2022-06-01T18:12,FAT_BURN,1
2022-06-01T18:13,FAT_BURN,1
2022-06-01T18:14,FAT_BURN,1
2022-06-01T18:15,FAT_BURN,1
2022-06-01T18:16,FAT_BURN,1
2022-06-01T18:17,FAT_BURN,1
2022-06-01T18:18,FAT_BURN,1
2022-06-01T18:19,FAT_BURN,1
2022-06-01T18:20,FAT_BURN,1
2022-06-01T18:21,FAT_BURN,1
2022-06-01T18:22,FAT_BURN,1
2022-06-01T18:23,CARDIO,2
2022-06-01T18:24,CARDIO,2
2022-06-01T18:25,FAT_BURN,1
2022-06-01T18:26,FAT_BURN,1
2022-06-01T19:26,FAT_BURN,1
2022-06-01T19:27,FAT_BURN,1
2022-06-01T20:43,FAT_BURN,1
2022-06-02T07:46,FAT_BURN,1
2022-06-02T07:47,FAT_BURN,1
2022-06-02T07:48,FAT_BURN,1
2022-06-02T07:49,FAT_BURN,1
2022-06-02T07:50,FAT_BURN,1
2022-06-02T07:53,FAT_BURN,1
2022-06-02T07:55,FAT_BURN,1
2022-06-02T08:08,FAT_BURN,1
2022-06-02T08:09,FAT_BURN,1
2022-06-02T08:10,FAT_BURN,1
2022-06-02T08:11,CARDIO,2
2022-06-02T08:12,CARDIO,2
2022-06-02T08:13,CARDIO,2
2022-06-02T08:14,PEAK,2
2022-06-02T08:15,PEAK,2
2022-06-02T08:16,PEAK,2
2022-06-02T08:17,PEAK,2
2022-06-02T08:18,PEAK,2
2022-06-02T08:19,PEAK,2
2022-06-02T08:20,PEAK,2
2022-06-02T08:21,PEAK,2
2022-06-02T08:22,PEAK,2
2022-06-02T08:23,FAT_BURN,1
2022-06-02T08:24,FAT_BURN,1
2022-06-02T08:25,CARDIO,2
2022-06-02T08:26,PEAK,2
2022-06-02T08:27,PEAK,2
2022-06-02T08:28,PEAK,2
2022-06-02T08:29,PEAK,2
2022-06-02T08:30,PEAK,2
2022-06-02T08:31,PEAK,2
2022-06-02T08:32,PEAK,2
2022-06-02T08:33,CARDIO,2
2022-06-02T08:34,FAT_BURN,1
2022-06-02T08:36,CARDIO,2
2022-06-02T08:37,PEAK,2
2022-06-02T08:38,PEAK,2
2022-06-02T08:39,PEAK,2
2022-06-02T08:40,CARDIO,2
2022-06-02T08:41,CARDIO,2
