date_time,heart_zone_id,total_minutes
2023-01-01T14:27,FAT_BURN,1
2023-01-01T14:28,FAT_BURN,1
2023-01-01T15:51,FAT_BURN,1
2023-01-01T15:56,FAT_BURN,1
2023-01-01T16:07,FAT_BURN,1
2023-01-01T16:08,FAT_BURN,1
2023-01-01T16:09,FAT_BURN,1
2023-01-01T16:10,FAT_BURN,1
2023-01-01T16:11,FAT_BURN,1
2023-01-01T16:12,FAT_BURN,1
2023-01-01T16:13,FAT_BURN,1
2023-01-01T16:14,FAT_BURN,1
2023-01-01T16:15,FAT_BURN,1
2023-01-01T16:16,FAT_BURN,1
2023-01-01T16:17,FAT_BURN,1
2023-01-01T16:18,FAT_BURN,1
2023-01-01T16:19,FAT_BURN,1
2023-01-01T16:21,FAT_BURN,1
2023-01-01T16:22,FAT_BURN,1
2023-01-01T16:23,FAT_BURN,1
2023-01-01T16:25,FAT_BURN,1
2023-01-01T16:26,FAT_BURN,1
2023-01-01T16:28,FAT_BURN,1
2023-01-01T16:39,FAT_BURN,1
2023-01-01T16:40,FAT_BURN,1
2023-01-01T16:41,FAT_BURN,1
2023-01-01T16:42,FAT_BURN,1
2023-01-01T16:43,FAT_BURN,1
2023-01-01T16:44,FAT_BURN,1
2023-01-01T16:45,FAT_BURN,1
2023-01-01T16:46,FAT_BURN,1
2023-01-01T16:47,FAT_BURN,1
2023-01-01T16:54,FAT_BURN,1
2023-01-01T16:55,FAT_BURN,1
2023-01-01T16:56,FAT_BURN,1
2023-01-01T16:57,FAT_BURN,1
2023-01-01T16:58,FAT_BURN,1
2023-01-01T16:59,CARDIO,2
2023-01-01T17:02,FAT_BURN,1
2023-01-01T17:03,FAT_BURN,1
2023-01-01T17:04,FAT_BURN,1
2023-01-01T17:05,FAT_BURN,1
2023-01-01T17:06,FAT_BURN,1
2023-01-01T17:07,FAT_BURN,1
2023-01-01T17:39,FAT_BURN,1
2023-01-01T17:44,FAT_BURN,1
2023-01-01T17:48,FAT_BURN,1
2023-01-01T17:54,FAT_BURN,1
2023-01-01T17:55,FAT_BURN,1
2023-01-01T17:56,FAT_BURN,1
