date,readiness_score_value,activity_subcomponent,sleep_subcomponent,hrv_subcomponent
2023-03-13,94.0,94.0,83.0,49.0
2023-03-12,99.0,99.0,97.0,57.0
2023-03-11,96.0,96.0,85.0,37.0
2023-03-10,90.0,90.0,93.0,55.0
2023-03-09,93.0,93.0,51.0,52.0
2023-03-08,100.0,100.0,86.0,62.0
2023-03-07,100.0,100.0,59.0,38.0
2023-03-06,98.0,98.0,98.0,74.0
2023-03-05,76.0,76.0,78.0,49.0
2023-03-04,64.0,64.0,93.0,48.0
2023-03-03,75.0,75.0,98.0,58.0
2023-03-02,57.0,57.0,94.0,43.0
2023-03-01,58.0,58.0,98.0,48.0
